,year,category,total_hiv_diag_N,total_hiv_diag_per,without_aids_N,without_aids_per,concurrent_aids_N,concurrent_aids_per,aids_N,plwha_N,death_N,borough,sex,sex_cat,race_cat,borough_cat,age_cat,risk_cat
968,2014,60+,2,4.8,1,3,1,11.1,4,283,8,Staten Island,Male,All,All,All,60+,All
969,2014,Male who have sex with men (MSM),32,76.2,26,78.8,6,66.7,12,595,6,Staten Island,Male,All,All,All,All,Male who have sex with men (MSM)
970,2014,Injection drug use history (IDU),1,2.4,0,0,1,11.1,6,281,11,Staten Island,Male,All,All,All,All,Injection drug use history (IDU)
971,2014,MSM-IDU,2,4.8,2,6.1,0,0,0,74,6,Staten Island,Male,All,All,All,All,MSM-IDU
972,2014,Heterosexual contact,3,7.1,3,9.1,0,0,3,135,2,Staten Island,Male,All,All,All,All,Heterosexual contact
973,2014,Transgender people with sexual contact,0,0,0,0,0,0,0,0,0,Staten Island,Male,All,All,All,All,Transgender people with sexual contact
974,2014,Perinatal,0,0,0,0,0,0,0,34,2,Staten Island,Male,All,All,All,All,Perinatal
975,2014,Other risk,0,0,0,0,0,0,0,0,0,Staten Island,Male,All,All,All,All,Other risk
976,2014,Unknown risk,4,9.5,2,6.1,2,22.2,5,355,8,Staten Island,Male,All,All,All,All,Unknown risk
977,2014,TOTAL,15,100,10,66.7,5,33.3,15,803,23,Staten Island,Female,All,All,All,All,All
978,2014,Black,7,46.7,7,70,0,0,8,375,13,Staten Island,Female,All,Black,All,All,All
979,2014,Latino/Hispanic,4,26.7,3,30,1,20,2,240,5,Staten Island,Female,All,Latino/Hispanic,All,All,All
980,2014,White,2,13.3,0,0,2,40,2,179,5,Staten Island,Female,All,White,All,All,All
981,2014,Asian/Pacific Islander,1,6.7,0,0,1,20,1,4,0,Staten Island,Female,All,Asian/Pacific Islander,All,All,All
982,2014,Unknown race,1,6.7,0,0,1,20,2,5,0,Staten Island,Female,All,Unknown race,All,All,All
983,2014,0-12,0,0,0,0,0,0,0,3,0,Staten Island,Female,All,All,All,0-12,All
984,2014,13-19,1,6.7,1,10,0,0,1,11,0,Staten Island,Female,All,All,All,13-19,All
985,2014,20-29,1,6.7,1,10,0,0,3,44,0,Staten Island,Female,All,All,All,20-29,All
986,2014,30-39,3,20,3,30,0,0,1,115,1,Staten Island,Female,All,All,All,30-39,All
987,2014,40-49,6,40,3,30,3,60,7,221,4,Staten Island,Female,All,All,All,40-49,All
988,2014,50-59,3,20,1,10,2,40,2,285,9,Staten Island,Female,All,All,All,50-59,All
989,2014,60+,1,6.7,1,10,0,0,1,124,9,Staten Island,Female,All,All,All,60+,All
990,2014,Injection drug use history (IDU),0,0,0,0,0,0,0,139,9,Staten Island,Female,All,All,All,All,Injection drug use history (IDU)
991,2014,Heterosexual contact,10,66.7,7,70,3,60,7,437,10,Staten Island,Female,All,All,All,All,Heterosexual contact
992,2014,Transgender people with sexual contact,1,6.7,1,10,0,0,1,22,0,Staten Island,Female,All,All,All,All,Transgender people with sexual contact
993,2014,Perinatal,0,0,0,0,0,0,1,33,0,Staten Island,Female,All,All,All,All,Perinatal
994,2014,Other risk,0,0,0,0,0,0,0,5,0,Staten Island,Female,All,All,All,All,Other risk
995,2014,Unknown risk,4,26.7,2,20,2,40,6,167,4,Staten Island,Female,All,All,All,All,Unknown risk
996,2015,TOTAL,2426,100,2015,83.1,411,16.9,1440,124961,1768,All,All,All,All,All,All,All
997,2015,Male,1947,80.3,1628,80.8,319,77.6,"1,075",89860,"1,247",All,All,Male,All,All,All,All
998,2015,Female,419,17.3,335,16.6,84,20.4,334,33365,505,All,All,Female,All,All,All,All
999,2015,Transgender,60,2.5,52,2.6,8,1.9,31,1736,16,All,All,Transgender,All,All,All,All
1000,2015,Black,987,40.7,799,39.7,188,45.7,719,54684,914,All,All,All,Black,All,All,All
1001,2015,Latino/Hispanic,907,37.4,766,38,141,34.3,454,40919,541,All,All,All,Latino/Hispanic,All,All,All
1002,2015,White,395,16.3,339,16.8,56,13.6,196,25775,275,All,All,All,White,All,All,All
1003,2015,Asian/Pacific Islander,112,4.6,91,4.5,21,5.1,58,2643,27,All,All,All,Asian/Pacific Islander,All,All,All
1004,2015,Native American,4,0.2,4,0.2,0,0,4,296,6,All,All,All,Native American,All,All,All
1005,2015,Multiracial,21,0.9,16,0.8,5,1.2,9,316,5,All,All,All,Multiracial,All,All,All
1006,2015,Unknown race,0,0,0,0,0,0,0,328,0,All,All,All,Unknown race,All,All,All
1007,2015,0-12,3,0.1,3,0.1,0,0,2,132,0,All,All,All,All,All,0-12,All
1008,2015,13-19,79,3.3,76,3.8,3,0.7,23,706,0,All,All,All,All,All,13-19,All
1009,2015,20-29,892,36.8,828,41.1,64,15.6,250,10895,38,All,All,All,All,All,20-29,All
1010,2015,30-39,602,24.8,495,24.6,107,26,356,18756,112,All,All,All,All,All,30-39,All
1011,2015,40-49,405,16.7,302,15,103,25.1,359,29764,297,All,All,All,All,All,40-49,All
1012,2015,50-59,307,12.7,216,10.7,91,22.1,297,40170,628,All,All,All,All,All,50-59,All
1013,2015,60+,138,5.7,95,4.7,43,10.5,153,24538,693,All,All,All,All,All,60+,All
1014,2015,Bronx,491,20.2,401,19.9,90,21.9,297,28874,461,All,All,All,All,Bronx,All,All
1015,2015,Brooklyn,634,26.1,520,25.8,114,27.7,354,29103,407,All,All,All,All,Brooklyn,All,All
1016,2015,Manhattan,545,22.5,466,23.1,79,19.2,236,31832,320,All,All,All,All,Manhattan,All,All
1017,2015,Queens,423,17.4,331,16.4,92,22.4,246,17789,165,All,All,All,All,Queens,All,All
1018,2015,Staten Island,61,2.5,52,2.6,9,2.2,27,2351,41,All,All,All,All,Staten Island,All,All
1019,2015,Outside NYC,217,8.9,190,9.4,27,6.6,237,13019,77,All,All,All,All,Outside NYC,All,All
1020,2015,Unknown borough,55,2.3,55,2.7,0,0,43,1993,297,All,All,All,All,Unknown borough,All,All
1021,2015,Male who have sex with men (MSM),1415,58.3,1230,61,185,45,625,49957,386,All,All,All,All,All,All,Male who have sex with men (MSM)
1022,2015,Injection drug use history (IDU),47,1.9,44,2.2,3,0.7,71,16128,484,All,All,All,All,All,All,Injection drug use history (IDU)
1023,2015,MSM-IDU,49,2,48,2.4,1,0.2,32,3205,71,All,All,All,All,All,All,MSM-IDU
1024,2015,Heterosexual contact,411,16.9,315,15.6,96,23.4,295,24608,353,All,All,All,All,All,All,Heterosexual contact
1025,2015,Transgender people with sexual contact,57,2.3,49,2.4,8,1.9,29,1457,10,All,All,All,All,All,All,Transgender people with sexual contact
1026,2015,Perinatal,3,0.1,3,0.1,0,0,36,2583,19,All,All,All,All,All,All,Perinatal
1027,2015,Other risk,0,0,0,0,0,0,0,199,4,All,All,All,All,All,All,Other risk
1028,2015,Unknown risk,444,18.3,326,16.2,118,28.7,352,26824,441,All,All,All,All,All,All,Unknown risk
1029,2015,TOTAL,337,100,279,82.8,58,17.2,195,17737,289,Bronx,Male,All,All,All,All,All
1030,2015,Black,155,46,124,44.4,31,53.4,93,7925,137,Bronx,Male,All,Black,All,All,All
1031,2015,Latino/Hispanic,165,49,141,50.5,24,41.4,90,8638,129,Bronx,Male,All,Latino/Hispanic,All,All,All
1032,2015,White,9,2.7,6,2.2,3,5.2,7,944,19,Bronx,Male,All,White,All,All,All
1033,2015,Asian/Pacific Islander,8,2.4,8,2.9,0,0,3,136,2,Bronx,Male,All,Asian/Pacific Islander,All,All,All
1034,2015,Native American,0,0,0,0,0,0,0,39,2,Bronx,Male,All,Native American,All,All,All
1035,2015,Multiracial,0,0,0,0,0,0,2,32,0,Bronx,Male,All,Multiracial,All,All,All
1036,2015,Unknown race,0,0,0,0,0,0,0,23,0,Bronx,Male,All,Unknown race,All,All,All
1037,2015,0-12,1,0.3,1,0.4,0,0,0,20,0,Bronx,Male,All,All,All,0-12,All
1038,2015,13-19,15,4.5,15,5.4,0,0,7,105,0,Bronx,Male,All,All,All,13-19,All
1039,2015,20-29,131,38.9,123,44.1,8,13.8,26,1831,6,Bronx,Male,All,All,All,20-29,All
1040,2015,30-39,70,20.8,54,19.4,16,27.6,44,2554,10,Bronx,Male,All,All,All,30-39,All
1041,2015,40-49,57,16.9,40,14.3,17,29.3,49,3921,58,Bronx,Male,All,All,All,40-49,All
1042,2015,50-59,47,13.9,34,12.2,13,22.4,46,5815,103,Bronx,Male,All,All,All,50-59,All
1043,2015,60+,16,4.7,12,4.3,4,6.9,23,3491,112,Bronx,Male,All,All,All,60+,All
1044,2015,Male who have sex with men (MSM),200,59.3,181,64.9,19,32.8,71,6735,60,Bronx,Male,All,All,All,All,Male who have sex with men (MSM)
1045,2015,Injection drug use history (IDU),9,2.7,9,3.2,0,0,16,3334,101,Bronx,Male,All,All,All,All,Injection drug use history (IDU)
1046,2015,MSM-IDU,6,1.8,6,2.2,0,0,5,800,25,Bronx,Male,All,All,All,All,MSM-IDU
1047,2015,Heterosexual contact,33,9.8,19,6.8,14,24.1,28,1704,23,Bronx,Male,All,All,All,All,Heterosexual contact
1048,2015,Transgender people with sexual contact,0,0,0,0,0,0,0,11,0,Bronx,Male,All,All,All,All,Transgender people with sexual contact
1049,2015,Perinatal,1,0.3,1,0.4,0,0,10,414,1,Bronx,Male,All,All,All,All,Perinatal
1050,2015,Other risk,0,0,0,0,0,0,0,18,1,Bronx,Male,All,All,All,All,Other risk
1051,2015,Unknown risk,88,26.1,63,22.6,25,43.1,65,4721,78,Bronx,Male,All,All,All,All,Unknown risk
1052,2015,TOTAL,154,100,122,79.2,32,20.8,102,11137,172,Bronx,Female,All,All,All,All,All
1053,2015,Black,75,48.7,57,46.7,18,56.3,60,5687,88,Bronx,Female,All,Black,All,All,All
1054,2015,Latino/Hispanic,75,48.7,61,50,14,43.8,40,4994,75,Bronx,Female,All,Latino/Hispanic,All,All,All
1055,2015,White,3,1.9,3,2.5,0,0,2,356,9,Bronx,Female,All,White,All,All,All
1056,2015,Asian/Pacific Islander,0,0,0,0,0,0,0,42,0,Bronx,Female,All,Asian/Pacific Islander,All,All,All
1057,2015,Native American,1,0.6,1,0.8,0,0,0,26,0,Bronx,Female,All,Native American,All,All,All
1058,2015,Multiracial,0,0,0,0,0,0,0,15,0,Bronx,Female,All,Multiracial,All,All,All
1059,2015,Unknown race,0,0,0,0,0,0,0,17,0,Bronx,Female,All,Unknown race,All,All,All
1060,2015,0-12,0,0,0,0,0,0,0,21,0,Bronx,Female,All,All,All,0-12,All
1061,2015,13-19,6,3.9,6,4.9,0,0,2,100,0,Bronx,Female,All,All,All,13-19,All
1062,2015,20-29,40,26,35,28.7,5,15.6,13,835,2,Bronx,Female,All,All,All,20-29,All
1063,2015,30-39,34,22.1,29,23.8,5,15.6,25,1568,13,Bronx,Female,All,All,All,30-39,All
1064,2015,40-49,36,23.4,24,19.7,12,37.5,30,2930,34,Bronx,Female,All,All,All,40-49,All
1065,2015,50-59,28,18.2,21,17.2,7,21.9,19,3775,71,Bronx,Female,All,All,All,50-59,All
1066,2015,60+,10,6.5,7,5.7,3,9.4,13,1908,52,Bronx,Female,All,All,All,60+,All
1067,2015,Injection drug use history (IDU),5,3.2,5,4.1,0,0,9,1990,55,Bronx,Female,All,All,All,All,Injection drug use history (IDU)
1068,2015,Heterosexual contact,114,74,91,74.6,23,71.9,64,5799,80,Bronx,Female,All,All,All,All,Heterosexual contact
1069,2015,Transgender people with sexual contact,14,9.1,12,9.8,2,6.3,8,398,5,Bronx,Female,All,All,All,All,Transgender people with sexual contact
1070,2015,Perinatal,0,0,0,0,0,0,2,434,1,Bronx,Female,All,All,All,All,Perinatal
1071,2015,Other risk,0,0,0,0,0,0,0,18,2,Bronx,Female,All,All,All,All,Other risk
1072,2015,Unknown risk,21,13.6,14,11.5,7,21.9,19,2498,29,Bronx,Female,All,All,All,All,Unknown risk
1073,2015,TOTAL,490,100,410,83.7,80,16.3,248,19131,285,Brooklyn,Male,All,All,All,All,All
1074,2015,Black,262,53.5,208,50.7,54,67.5,162,10754,177,Brooklyn,Male,All,Black,All,All,All
1075,2015,Latino/Hispanic,137,28,118,28.8,19,23.8,56,4772,76,Brooklyn,Male,All,Latino/Hispanic,All,All,All
1076,2015,White,78,15.9,72,17.6,6,7.5,24,3139,29,Brooklyn,Male,All,White,All,All,All
1077,2015,Asian/Pacific Islander,9,1.8,8,2,1,1.3,5,365,2,Brooklyn,Male,All,Asian/Pacific Islander,All,All,All
1078,2015,Native American,0,0,0,0,0,0,0,43,0,Brooklyn,Male,All,Native American,All,All,All
1079,2015,Multiracial,4,0.8,4,1,0,0,1,33,1,Brooklyn,Male,All,Multiracial,All,All,All
1080,2015,Unknown race,0,0,0,0,0,0,0,25,0,Brooklyn,Male,All,Unknown race,All,All,All
1081,2015,0-12,1,0.2,1,0.2,0,0,0,15,0,Brooklyn,Male,All,All,All,0-12,All
1082,2015,13-19,24,4.9,23,5.6,1,1.3,3,117,0,Brooklyn,Male,All,All,All,13-19,All
1083,2015,20-29,200,40.8,180,43.9,20,25,57,1960,9,Brooklyn,Male,All,All,All,20-29,All
1084,2015,30-39,105,21.4,86,21,19,23.8,67,3262,18,Brooklyn,Male,All,All,All,30-39,All
1085,2015,40-49,69,14.1,55,13.4,14,17.5,43,4349,38,Brooklyn,Male,All,All,All,40-49,All
1086,2015,50-59,57,11.6,40,9.8,17,21.3,54,5652,95,Brooklyn,Male,All,All,All,50-59,All
1087,2015,60+,34,6.9,25,6.1,9,11.3,24,3776,125,Brooklyn,Male,All,All,All,60+,All
1088,2015,Male who have sex with men (MSM),331,67.6,291,71,40,50,125,9503,70,Brooklyn,Male,All,All,All,All,Male who have sex with men (MSM)
1089,2015,Injection drug use history (IDU),10,2,9,2.2,1,1.3,6,2395,85,Brooklyn,Male,All,All,All,All,Injection drug use history (IDU)
1090,2015,MSM-IDU,9,1.8,8,2,1,1.3,9,623,13,Brooklyn,Male,All,All,All,All,MSM-IDU
1091,2015,Heterosexual contact,26,5.3,19,4.6,7,8.8,24,1627,29,Brooklyn,Male,All,All,All,All,Heterosexual contact
1092,2015,Transgender people with sexual contact,1,0.2,1,0.2,0,0,0,2,0,Brooklyn,Male,All,All,All,All,Transgender people with sexual contact
1093,2015,Perinatal,1,0.2,1,0.2,0,0,5,323,5,Brooklyn,Male,All,All,All,All,Perinatal
1094,2015,Other risk,0,0,0,0,0,0,0,22,0,Brooklyn,Male,All,All,All,All,Other risk
1095,2015,Unknown risk,112,22.9,81,19.8,31,38.8,79,4636,83,Brooklyn,Male,All,All,All,All,Unknown risk
1096,2015,TOTAL,144,100,110,76.4,34,23.6,106,9972,122,Brooklyn,Female,All,All,All,All,All
1097,2015,Black,109,75.7,82,74.5,27,79.4,82,6952,80,Brooklyn,Female,All,Black,All,All,All
1098,2015,Latino/Hispanic,28,19.4,22,20,6,17.6,19,2317,34,Brooklyn,Female,All,Latino/Hispanic,All,All,All
1099,2015,White,4,2.8,3,2.7,1,2.9,3,540,6,Brooklyn,Female,All,White,All,All,All
1100,2015,Asian/Pacific Islander,2,1.4,2,1.8,0,0,1,101,1,Brooklyn,Female,All,Asian/Pacific Islander,All,All,All
1101,2015,Native American,0,0,0,0,0,0,0,27,1,Brooklyn,Female,All,Native American,All,All,All
1102,2015,Multiracial,1,0.7,1,0.9,0,0,1,14,0,Brooklyn,Female,All,Multiracial,All,All,All
1103,2015,Unknown race,0,0,0,0,0,0,0,21,0,Brooklyn,Female,All,Unknown race,All,All,All
1104,2015,0-12,0,0,0,0,0,0,0,18,0,Brooklyn,Female,All,All,All,0-12,All
1105,2015,13-19,3,2.1,3,2.7,0,0,2,94,0,Brooklyn,Female,All,All,All,13-19,All
1106,2015,20-29,37,25.7,37,33.6,0,0,8,661,4,Brooklyn,Female,All,All,All,20-29,All
1107,2015,30-39,38,26.4,31,28.2,7,20.6,20,1387,8,Brooklyn,Female,All,All,All,30-39,All
1108,2015,40-49,24,16.7,16,14.5,8,23.5,27,2485,18,Brooklyn,Female,All,All,All,40-49,All
1109,2015,50-59,21,14.6,13,11.8,8,23.5,28,3329,49,Brooklyn,Female,All,All,All,50-59,All
1110,2015,60+,21,14.6,10,9.1,11,32.4,21,1998,43,Brooklyn,Female,All,All,All,60+,All
1111,2015,Injection drug use history (IDU),3,2.1,2,1.8,1,2.9,11,1434,25,Brooklyn,Female,All,All,All,All,Injection drug use history (IDU)
1112,2015,Heterosexual contact,98,68.1,71,64.5,27,79.4,64,5452,64,Brooklyn,Female,All,All,All,All,Heterosexual contact
1113,2015,Transgender people with sexual contact,14,9.7,13,11.8,1,2.9,3,315,1,Brooklyn,Female,All,All,All,All,Transgender people with sexual contact
1114,2015,Perinatal,0,0,0,0,0,0,3,353,2,Brooklyn,Female,All,All,All,All,Perinatal
1115,2015,Other risk,0,0,0,0,0,0,0,26,0,Brooklyn,Female,All,All,All,All,Other risk
1116,2015,Unknown risk,29,20.1,24,21.8,5,14.7,25,2392,30,Brooklyn,Female,All,All,All,All,Unknown risk
1117,2015,TOTAL,493,100,420,85.2,73,14.8,194,26600,259,Manhattan,Male,All,All,All,All,All
1118,2015,Black,120,24.3,102,24.3,18,24.7,60,6997,112,Manhattan,Male,All,Black,All,All,All
1119,2015,Latino/Hispanic,185,37.5,161,38.3,24,32.9,61,7300,71,Manhattan,Male,All,Latino/Hispanic,All,All,All
1120,2015,White,158,32,134,31.9,24,32.9,60,11362,68,Manhattan,Male,All,White,All,All,All
1121,2015,Asian/Pacific Islander,21,4.3,17,4,4,5.5,8,673,6,Manhattan,Male,All,Asian/Pacific Islander,All,All,All
1122,2015,Native American,2,0.4,2,0.5,0,0,2,56,2,Manhattan,Male,All,Native American,All,All,All
1123,2015,Multiracial,7,1.4,4,1,3,4.1,3,66,0,Manhattan,Male,All,Multiracial,All,All,All
1124,2015,Unknown race,0,0,0,0,0,0,0,146,0,Manhattan,Male,All,Unknown race,All,All,All
1125,2015,0-12,0,0,0,0,0,0,0,12,0,Manhattan,Male,All,All,All,0-12,All
1126,2015,13-19,11,2.2,10,2.4,1,1.4,2,41,0,Manhattan,Male,All,All,All,13-19,All
1127,2015,20-29,183,37.1,173,41.2,10,13.7,31,1673,3,Manhattan,Male,All,All,All,20-29,All
1128,2015,30-39,144,29.2,126,30,18,24.7,47,3855,14,Manhattan,Male,All,All,All,30-39,All
1129,2015,40-49,83,16.8,64,15.2,19,26,55,6379,36,Manhattan,Male,All,All,All,40-49,All
1130,2015,50-59,56,11.4,35,8.3,21,28.8,42,8702,80,Manhattan,Male,All,All,All,50-59,All
1131,2015,60+,16,3.2,12,2.9,4,5.5,17,5938,126,Manhattan,Male,All,All,All,60+,All
1132,2015,Male who have sex with men (MSM),404,81.9,350,83.3,54,74,137,18135,97,Manhattan,Male,All,All,All,All,Male who have sex with men (MSM)
1133,2015,Injection drug use history (IDU),0,0,0,0,0,0,3,2179,57,Manhattan,Male,All,All,All,All,Injection drug use history (IDU)
1134,2015,MSM-IDU,18,3.7,18,4.3,0,0,7,909,15,Manhattan,Male,All,All,All,All,MSM-IDU
1135,2015,Heterosexual contact,8,1.6,5,1.2,3,4.1,7,968,21,Manhattan,Male,All,All,All,All,Heterosexual contact
1136,2015,Transgender people with sexual contact,0,0,0,0,0,0,0,0,0,Manhattan,Male,All,All,All,All,Transgender people with sexual contact
1137,2015,Perinatal,0,0,0,0,0,0,1,180,0,Manhattan,Male,All,All,All,All,Perinatal
1138,2015,Other risk,0,0,0,0,0,0,0,17,0,Manhattan,Male,All,All,All,All,Other risk
1139,2015,Unknown risk,63,12.8,47,11.2,16,21.9,39,4212,69,Manhattan,Male,All,All,All,All,Unknown risk
1140,2015,TOTAL,52,100,46,88.5,6,11.5,42,5232,61,Manhattan,Female,All,All,All,All,All
1141,2015,Black,27,51.9,23,50,4,66.7,23,2858,36,Manhattan,Female,All,Black,All,All,All
1142,2015,Latino/Hispanic,18,34.6,16,34.8,2,33.3,16,1745,16,Manhattan,Female,All,Latino/Hispanic,All,All,All
1143,2015,White,6,11.5,6,13,0,0,1,523,8,Manhattan,Female,All,White,All,All,All
1144,2015,Asian/Pacific Islander,1,1.9,1,2.2,0,0,2,67,0,Manhattan,Female,All,Asian/Pacific Islander,All,All,All
1145,2015,Native American,0,0,0,0,0,0,0,11,0,Manhattan,Female,All,Native American,All,All,All
1146,2015,Multiracial,0,0,0,0,0,0,0,11,1,Manhattan,Female,All,Multiracial,All,All,All
1147,2015,Unknown race,0,0,0,0,0,0,0,17,0,Manhattan,Female,All,Unknown race,All,All,All
1148,2015,0-12,0,0,0,0,0,0,1,9,0,Manhattan,Female,All,All,All,0-12,All
1149,2015,13-19,0,0,0,0,0,0,0,41,0,Manhattan,Female,All,All,All,13-19,All
1150,2015,20-29,15,28.8,15,32.6,0,0,7,342,1,Manhattan,Female,All,All,All,20-29,All
1151,2015,30-39,9,17.3,6,13,3,50,8,596,6,Manhattan,Female,All,All,All,30-39,All
1152,2015,40-49,15,28.8,13,28.3,2,33.3,12,1210,9,Manhattan,Female,All,All,All,40-49,All
1153,2015,50-59,5,9.6,5,10.9,0,0,5,1850,20,Manhattan,Female,All,All,All,50-59,All
1154,2015,60+,8,15.4,7,15.2,1,16.7,9,1184,25,Manhattan,Female,All,All,All,60+,All
1155,2015,Injection drug use history (IDU),7,13.5,7,15.2,0,0,8,1028,27,Manhattan,Female,All,All,All,All,Injection drug use history (IDU)
1156,2015,Heterosexual contact,25,48.1,22,47.8,3,50,18,2440,23,Manhattan,Female,All,All,All,All,Heterosexual contact
1157,2015,Transgender people with sexual contact,7,13.5,6,13,1,16.7,4,261,1,Manhattan,Female,All,All,All,All,Transgender people with sexual contact
1158,2015,Perinatal,0,0,0,0,0,0,4,187,2,Manhattan,Female,All,All,All,All,Perinatal
1159,2015,Other risk,0,0,0,0,0,0,0,16,0,Manhattan,Female,All,All,All,All,Other risk
1160,2015,Unknown risk,13,25,11,23.9,2,33.3,8,1300,8,Manhattan,Female,All,All,All,All,Unknown risk
1161,2015,TOTAL,354,100,275,77.7,79,22.3,198,12890,110,Queens,Male,All,All,All,All,All
1162,2015,Black,76,21.5,60,21.8,16,20.3,62,4256,51,Queens,Male,All,Black,All,All,All
1163,2015,Latino/Hispanic,175,49.4,136,49.5,39,49.4,83,5410,28,Queens,Male,All,Latino/Hispanic,All,All,All
1164,2015,White,51,14.4,41,14.9,10,12.7,23,2410,23,Queens,Male,All,White,All,All,All
1165,2015,Asian/Pacific Islander,51,14.4,38,13.8,13,16.5,28,704,6,Queens,Male,All,Asian/Pacific Islander,All,All,All
1166,2015,Native American,0,0,0,0,0,0,1,49,1,Queens,Male,All,Native American,All,All,All
1167,2015,Multiracial,1,0.3,0,0,1,1.3,1,32,1,Queens,Male,All,Multiracial,All,All,All
1168,2015,Unknown race,0,0,0,0,0,0,0,29,0,Queens,Male,All,Unknown race,All,All,All
1169,2015,0-12,1,0.3,1,0.4,0,0,0,12,0,Queens,Male,All,All,All,0-12,All
1170,2015,13-19,5,1.4,5,1.8,0,0,0,47,0,Queens,Male,All,All,All,13-19,All
1171,2015,20-29,131,37,117,42.5,14,17.7,35,1085,2,Queens,Male,All,All,All,20-29,All
1172,2015,30-39,111,31.4,83,30.2,28,35.4,57,2078,9,Queens,Male,All,All,All,30-39,All
1173,2015,40-49,53,15,37,13.5,16,20.3,53,3286,17,Queens,Male,All,All,All,40-49,All
1174,2015,50-59,43,12.1,27,9.8,16,20.3,37,4135,37,Queens,Male,All,All,All,50-59,All
1175,2015,60+,10,2.8,5,1.8,5,6.3,16,2247,45,Queens,Male,All,All,All,60+,All
1176,2015,Male who have sex with men (MSM),266,75.1,214,77.8,52,65.8,123,6874,38,Queens,Male,All,All,All,All,Male who have sex with men (MSM)
1177,2015,Injection drug use history (IDU),7,2,6,2.2,1,1.3,5,1504,26,Queens,Male,All,All,All,All,Injection drug use history (IDU)
1178,2015,MSM-IDU,7,2,7,2.5,0,0,3,386,2,Queens,Male,All,All,All,All,MSM-IDU
1179,2015,Heterosexual contact,19,5.4,13,4.7,6,7.6,17,1126,7,Queens,Male,All,All,All,All,Heterosexual contact
1180,2015,Transgender people with sexual contact,0,0,0,0,0,0,0,0,0,Queens,Male,All,All,All,All,Transgender people with sexual contact
1181,2015,Perinatal,1,0.3,1,0.4,0,0,0,185,1,Queens,Male,All,All,All,All,Perinatal
1182,2015,Other risk,0,0,0,0,0,0,0,22,0,Queens,Male,All,All,All,All,Other risk
1183,2015,Unknown risk,54,15.3,34,12.4,20,25.3,50,2793,36,Queens,Male,All,All,All,All,Unknown risk
1184,2015,TOTAL,69,100,56,81.2,13,18.8,48,4899,55,Queens,Female,All,All,All,All,All
1185,2015,Black,32,46.4,26,46.4,6,46.2,29,2753,39,Queens,Female,All,Black,All,All,All
1186,2015,Latino/Hispanic,19,27.5,15,26.8,4,30.8,11,1485,9,Queens,Female,All,Latino/Hispanic,All,All,All
1187,2015,White,6,8.7,5,8.9,1,7.7,2,437,4,Queens,Female,All,White,All,All,All
1188,2015,Asian/Pacific Islander,11,15.9,9,16.1,2,15.4,6,184,3,Queens,Female,All,Asian/Pacific Islander,All,All,All
1189,2015,Native American,0,0,0,0,0,0,0,11,0,Queens,Female,All,Native American,All,All,All
1190,2015,Multiracial,1,1.4,1,1.8,0,0,0,15,0,Queens,Female,All,Multiracial,All,All,All
1191,2015,Unknown race,0,0,0,0,0,0,0,14,0,Queens,Female,All,Unknown race,All,All,All
1192,2015,0-12,0,0,0,0,0,0,0,4,0,Queens,Female,All,All,All,0-12,All
1193,2015,13-19,1,1.4,1,1.8,0,0,3,45,0,Queens,Female,All,All,All,13-19,All
1194,2015,20-29,22,31.9,20,35.7,2,15.4,11,351,1,Queens,Female,All,All,All,20-29,All
1195,2015,30-39,12,17.4,10,17.9,2,15.4,10,626,4,Queens,Female,All,All,All,30-39,All
1196,2015,40-49,14,20.3,10,17.9,4,30.8,10,1279,12,Queens,Female,All,All,All,40-49,All
1197,2015,50-59,10,14.5,7,12.5,3,23.1,6,1675,24,Queens,Female,All,All,All,50-59,All
1198,2015,60+,10,14.5,8,14.3,2,15.4,8,919,14,Queens,Female,All,All,All,60+,All
1199,2015,Injection drug use history (IDU),0,0,0,0,0,0,0,691,11,Queens,Female,All,All,All,All,Injection drug use history (IDU)
1200,2015,Heterosexual contact,47,68.1,40,71.4,7,53.8,25,2755,34,Queens,Female,All,All,All,All,Heterosexual contact
1201,2015,Transgender people with sexual contact,13,18.8,10,17.9,3,23.1,6,204,0,Queens,Female,All,All,All,All,Transgender people with sexual contact
1202,2015,Perinatal,0,0,0,0,0,0,6,179,1,Queens,Female,All,All,All,All,Perinatal
1203,2015,Other risk,0,0,0,0,0,0,0,18,0,Queens,Female,All,All,All,All,Other risk
1204,2015,Unknown risk,9,13,6,10.7,3,23.1,11,1052,9,Queens,Female,All,All,All,All,Unknown risk
1205,2015,TOTAL,44,100,37,84.1,7,15.9,19,1518,26,Staten Island,Male,All,All,All,All,All
1206,2015,Black,15,34.1,12,32.4,3,42.9,6,543,8,Staten Island,Male,All,Black,All,All,All
1207,2015,Latino/Hispanic,16,36.4,14,37.8,2,28.6,8,442,8,Staten Island,Male,All,Latino/Hispanic,All,All,All
1208,2015,White,10,22.7,8,21.6,2,28.6,5,496,9,Staten Island,Male,All,White,All,All,All
1209,2015,Asian/Pacific Islander,1,2.3,1,2.7,0,0,0,22,0,Staten Island,Male,All,Asian/Pacific Islander,All,All,All
1210,2015,Unknown race,2,4.5,2,5.4,0,0,0,15,1,Staten Island,Male,All,Unknown race,All,All,All
1211,2015,0-12,0,0,0,0,0,0,1,1,0,Staten Island,Male,All,All,All,0-12,All
1212,2015,13-19,1,2.3,1,2.7,0,0,1,6,0,Staten Island,Male,All,All,All,13-19,All
